movieId,title,genres,year
673,Alphaville,Sci-Fi,1965
674,Clean Slate,Crime,1981
675,Tigrero: A Film That Was Never Made,Documentary|Drama,1994
676,L'oeil de Vichy,Documentary,1993
677,Windows,Drama,1980
678,It's My Party,Drama,1995
679,Country Life,Drama|Romance,1994
680,Operation Dumbo Drop,Action|Adventure|Comedy|War,1995
681,The Promise,Romance,1994
682,Mrs. Winterbourne,Comedy|Romance,1996
683,Solo,Action|Sci-Fi|Thriller,1996
684,Under the Domim Tree,Drama,1994
685,The Substitute,Action,1996
686,True Crime,Mystery|Thriller,1995
687,Butterfly Kiss,Thriller,1995
688,Feeling Minnesota,Drama|Romance,1996
689,Delta of Venus,Drama,1994
690,Arizona,Comedy|Thriller|1991
691,Angus,Comedy,1995
692,Daens,Drama,1992
693,Faces,Drama,1968
694,Boys,Drama,1996
695,The Quest,Action|Adventure,1996
696,Cosi,Comedy,1996
697,Sunset Park,Drama,1996
698,Mulholland Falls,Crime|Film-Noir|Thriller,1996
699,The Darkest Minds,Action|Adventure|Drama,2018
700,Oliver & Company,Animation|Children's,1988
701,Celtic Pride,Comedy,1996
702,Flipper,Adventure|Children's,1996
703,Captives,Drama,1994
704,Of Love and Shadows,Drama,1994
705,Dead Man,Western,1995
706,The Horseman on the Roof,Drama,1995
707,Switchblade Sisters,Crime,1975
708,Mouth to Mouth,Comedy,1995
709,The Visitors,Comedy|Sci-Fi,1993
710,Multiplicity,Comedy,1996
711,Wallace & Gromit: The Best of Aardman Animation,Animation,1996
712,Halfmoon,Drama,1995
713,The Haunted World of Edward D. Wood Jr.,Documentary,1995
714,Two Friends,Drama,1986
715,The Craft,Drama|Horror,1996
716,The Great White Hype,Comedy,1996
717,Last Dance,Drama,1996
718,War Stories,Documentary,1995
719,Cold Comfort Farm,Comedy,1995
720,The Low Life,Drama,1994
721,Heaven's Prisoners,Mystery|Thriller,1996
722,Original Gangstas,Crime,1996
723,The Rock,Action|Adventure|Thriller,1996
724,Getting Away With Murder,Comedy,1996
725,Cemetery Man,Comedy|Horror,1994
726,Twister,Action|Adventure|Romance|Thriller,1996
727,Barb Wire,Action|Sci-Fi,1996
728,Le Garcu,Drama,1995
729,Honigmond,Comedy,1996
730,Ghost in the Shell,Animation|Sci-Fi,1995
731,Thinner,Horror|Thriller,1996
732,Spy Hard,Comedy,1996
733,Brothers in Trouble,Drama,1995
734,A Close Shave,Animation|Comedy|Thriller,1995
735,Force of Evil,Film-Noir,1948
736,The Stupids,Comedy,1996
737,The Arrival,Action|Sci-Fi|Thriller,1996
738,The Man from Down Under,Drama,1943
739,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Sci-Fi|War,1963
740,Careful,Comedy,1992
741,Vermont Is For Lovers,Comedy|Romance,1992
742,A Month by the Lake,Comedy|Drama,1995
743,Gold Diggers: The Secret of Bear Mountain,Adventure|Children's,1995
744,Kim,Children's|Drama,1950
745,Carmen Miranda: Bananas Is My Business,Documentary,1994
746,Ashes of Time,Drama,1994
747,The Jar,Drama,1992
748,Maya Lin: A Strong Clear Vision,Documentary,1994
749,Stalingrad,War,1993
750,The Phantom,Adventure,1996
751,Striptease,Comedy|Crime,1996
752,The Last of the High Kings,Drama,1996
753,Heavy,Drama|Romance,1995
754,Jack,Comedy|Drama,1996
755,I Shot Andy Warhol,Drama,1996
756,The Grass Harp,Drama,1995
757,Someone Else's America,Drama,1995
758,Marlene Dietrich: Shadow and Light,Documentary,1996
759,Costa Brava,Drama,1946
760,La Vie est belle,Comedy|Drama,1987
761,Quartier Mozart,Comedy,1992
762,Touki Bouki,Drama,1973
763,Wend Kuuni,Drama,1982
764,Spirits of the Dead,Horror,1968
765,Babyfever,Comedy|Drama,1994
766,Pharaoh's Army,War,1995
767,Trainspotting,Drama,1996
768,'Til There Was You,Drama|Romance,1997
769,Independence Day,Action|Sci-Fi|War,1996
770,Stealing Beauty,Drama,1996
771,The Fan,Thriller,1996
772,The Hunchback of Notre Dame,Animation|Children's|Musical,1996
773,The Cable Guy,Comedy,1996
774,Kingpin,Comedy,1996
775,Eraser,Action|Thriller,1996
776,Night School,Comedy,2018
777,The Nutty Professor,Comedy|Fantasy|Romance|Sci-Fi,1996
778,An Unforgettable Summer,Drama,1994
779,"The Last Klezmer: Leopold Kozlowski, His Life and Music",Documentary,1995
780,A Hungarian Fairy Tale,Fantasy,1987
781,En compagnie d'Antonin Artaud,Drama,1993
782,Midnight Dancers,Comedy|Drama,1994
783,Somebody to Love,Drama,1994
784,A Very Natural Thing,Drama,1974
785,The Old Lady Who Walked in the Sea,Comedy,1991
786,Daylight,Action|Adventure|Thriller,1996
787,The Frighteners,Comedy|Horror,1996
788,Lone Star,Drama|Mystery,1996
789,Harriet the Spy,Children's|Comedy,1996
790,Phenomenon,Drama|Romance,1996
791,Walking and Talking,Romance,1996
792,She's the One,Comedy|Romance,1996
793,A Time to Kill,Drama,1996
794,American Buffalo,Drama,1996
795,Rendezvous in Paris,Comedy|Romance,1995
796,Alaska,Adventure|Children's,1996
797,Fled,Action|Adventure,1996
798,Kazaam,Children's|Comedy|Fantasy,1996
799,Maybe... Maybe Not,Comedy,1994
800,Magic Hunter,Drama,1994
801,Larger Than Life,Comedy,1996
802,A Boy Called Hate,Drama,1995
803,Power 98,Action|Mystery|Thriller,1995
804,Two Deaths,Drama,1995
805,A Very Brady Sequel,Comedy,1996
806,Stefano Quantestorie,Comedy|Drama,1993
807,Death in the Garden,Drama,1956
808,The Crude Oasis,Romance,1995
809,Hedd Wyn,Drama,1992
810,La Collectionneuse,Drama,1967
811,Kaspar Hauser,Drama,1993
812,The Girl in the Spider's Web,Action|Crime|Drama,2018
813,Diebinnen,Drama,1995
814,The Convent,Drama,1995
815,The Adventures of Pinocchio,Adventure|Children's,1996
816,Joe's Apartment,Comedy|Musical,1996
817,The First Wives Club,Comedy,1996
818,Stonewall,Drama,1995
819,Ransom,Drama|Thriller,1996
820,High School High,Comedy,1996
821,Phat Beach,Comedy,1996
822,Foxfire,Drama,1996
823,Chain Reaction,Action|Adventure|Thriller,1996
824,Matilda,Children's|Comedy,1996
825,Emma,Comedy|Drama|Romance,1996
826,The Crow: City of Angels,Action|Thriller,1996
827,House Arrest,Comedy,1996
828,Eyes Without a Face,Horror,1959
829,Bordello of Blood,Horror,1996
830,Lotto Land,Drama,1995
831,Xinghua san yue tian,Drama,1993
832,The Day the Sun Turned Cold,Drama,1994
833,Flirt,Drama,1995
834,The Big Squeeze,Comedy|Drama,1996
835,The Spitfire Grill,Drama,1996
836,Escape from L.A.,Action|Adventure|Sci-Fi|Thriller,1996
837,Cyclo,Crime|Drama,1995
838,Basquiat,Drama,1996
839,Tin Cup,Comedy|Romance,1996
840,Dingo,Drama,1992
841,The Ballad of Narayama,Drama,1958
842,Every Other Weekend,Drama,1990
843,Mille bolle blu,Comedy,1993
844,Crows and Sparrows,Drama,1949
845,The Godfather,Action|Crime|Drama,1972
846,The Hippie Revolution,Documentary,1996
847,"Maybe, Maybe Not",Comedy,1994
848,Police Story 3: Super Cop,Action|Thriller,1992
849,Manny & Lo,Drama,1996
850,Celestial Clockwork,Comedy,1994
851,The Wife,Comedy|Drama,1995
852,Small Faces,Drama,1995
853,Bound,Crime|Drama|Romance|Thriller,1996
854,Carpool,Comedy|Crime,1996
855,Death in Brunswick,Comedy,1991
856,Kansas City,Crime,1996
857,Gone Fishin',Comedy,1997
858,Lover's Knot,Comedy,1996
859,Vive L'Amour,Drama,1994
860,Shadow of Angels,Drama,1976
861,Killer: A Journal of Murder,Crime|Drama,1995
862,Nothing to Lose,Drama,1994
863,Police Story 4: First Strike,Action,1994
864,Girls Town,Drama,1996
865,Bye-Bye,Drama,1995
866,The Relic,Horror,1997
867,The Island of Dr. Moreau,Sci-Fi|Thriller,1996
868,First Kid,Children's|Comedy,1996
869,The Trigger Effect,Drama|Thriller,1996
870,Sweet Nothing,Drama,1995
871,Bogus,Children's|Drama|Fantasy,1996
872,Bulletproof,Action,1996
873,Talk of Angels,Drama,1998
874,Land Before Time III: The Time of the Great Giving,Animation|Children's,1995
875,1-900,Romance,1994
876,Baton Rouge,Thriller,1988
877,Halloween: The Curse of Michael Myers,Horror|Thriller,1995
878,Twelfth Night,Comedy|Drama|Romance,1996
879,Mother Night,Drama,1996
880,Liebelei,Romance,1933
881,Venice/Venice,Drama,1992
882,Wild Reeds,Drama,1994
883,For Whom the Bell Tolls,Adventure|War,1943
884,The Philadelphia Story,Comedy|Romance,1940
885,Singin' in the Rain,Musical|Romance,1952
886,An American in Paris,Musical|Romance,1951
887,Funny Face,Comedy|Musical,1957
888,Breakfast at Tiffany's,Drama|Romance,1961
889,Vertigo,Mystery|Thriller,1958
890,Rear Window,Mystery|Thriller,1954
891,It Happened One Night,Comedy,1934
892,Gaslight,Mystery|Thriller,1944
893,The Gay Divorcee,Comedy|Musical|Romance,1934
894,North by Northwest,Drama|Thriller,1959
895,The Apartment,Comedy|Drama,1960
896,Some Like It Hot,Comedy|Crime,1959
897,Charade,Comedy|Mystery|Romance|Thriller,1963
898,Casablanca,Drama|Romance|War,1942
899,The Maltese Falcon,Film-Noir|Mystery,1941
900,My Fair Lady,Musical|Romance,1964
901,Sabrina,Comedy|Romance,1954
902,Roman Holiday,Comedy|Romance,1953
903,The Little Princess,Children's|Drama,1939
904,Meet Me in St. Louis,Musical,1944
905,The Wizard of Oz,Adventure|Children's|Drama|Musical,1939
906,Gone with the Wind,Drama|Romance|War,1939
907,My Favorite Year,Comedy,1982
908,Citizen Kane,Drama,1941
909,2001: A Space Odyssey,Drama|Mystery|Sci-Fi|Thriller,2001
910,Golden Earrings,Adventure|Romance,1947
911,All About Eve,Drama,1950
912,The Women,Comedy,1939
913,Rebecca,Romance|Thriller,1940
914,Foreign Correspondent,Thriller,1940
915,Notorious,Film-Noir|Romance|Thriller,1946
916,Spellbound,Mystery|Romance|Thriller,1945
917,An Affair to Remember,Romance,1957
918,To Catch a Thief,Comedy|Romance|Thriller,1955
919,Father of the Bride,Comedy,1950
920,The Band Wagon,Comedy|Musical,1953
921,Ninotchka,Comedy|Romance,1939
922,Love in the Afternoon,Comedy|Romance,1957
923,Gigi,Musical,1958
924,The Reluctant Debutante,Comedy|Drama,1958
925,The Adventures of Robin Hood,Action|Adventure,1938
926,The Mark of Zorro,Adventure,1940
927,Laura,Crime|Film-Noir|Mystery,1944
928,The Ghost and Mrs. Muir,Drama|Romance,1947
929,Lost Horizon,Drama,1937
930,Top Hat,Comedy|Musical|Romance,1935
931,To Be or Not to Be,Comedy|Drama|War,1942
932,My Man Godfrey,Comedy,1936
933,Giant,Drama,1956
934,East of Eden,Drama,1955
935,The Thin Man,Mystery,1934
936,His Girl Friday,Comedy,1940
937,Around the World in 80 Days,Adventure|Comedy,1956
938,It's a Wonderful Life,Drama,1946
939,Mr. Smith Goes to Washington,Drama,1939
940,Bringing Up Baby,Comedy,1938
941,Penny Serenade,Drama|Romance,1941
942,The Scarlet Letter,Drama,1926
943,Lady of Burlesque,Comedy|Mystery,1943
944,Of Human Bondage,Drama,1934
945,Angel on My Shoulder,Crime|Drama,1946
946,Little Lord Fauntleroy,Drama,1936
947,They Made Me a Criminal,Crime|Drama,1939
948,The Inspector General,Musical,1949
949,Angel and the Badman,Western,1947
950,The 39 Steps,Thriller,1935
951,A Walk in the Sun,Drama,1945
952,The Outlaw,Western,1943
953,Night of the Living Dead,Horror|Sci-Fi,1968
954,The African Queen,Action|Adventure|Romance|War,1951
955,Beat the Devil,Comedy|Drama,1954
956,Cat on a Hot Tin Roof,Drama,1958
957,The Last Time I Saw Paris,Drama,1954
958,Meet John Doe,Drama,1941
959,Algiers,Drama|Romance,1938
960,Something to Sing About,Comedy|Musical,1937
961,A Farewell to Arms,Romance|War,1932
962,Moonlight Murder,Mystery,1936
963,The Blue Angel,Drama,1930
964,Nothing Personal,Drama|War,1995
965,Dangerous Ground,Drama,1997
966,Picnic,Drama,1955
967,Madagascar Skin,Romance,1995
968,The Pompatus of Love,Comedy|Drama,1996
969,Small Wonders,Documentary,1996
970,Fly Away Home,Adventure|Children's,1996
971,Bliss,Drama|Romance,1997
972,Grace of My Heart,Comedy|Drama,1996
973,Maximum Risk,Action|Adventure|Thriller,1996
974,Michael Collins,Drama|War,1996
975,The Rich Man's Wife,Thriller,1996
976,Infinity,Drama,1996
977,Big Night,Drama,1996
978,Last Man Standing,Action|Drama|Western,1996
979,Caught,Drama|Thriller,1996
980,Set It Off,Action|Crime,1996
981,2 Days in the Valley,Crime,1996
982,Curdled,Crime,1996
983,The Associate,Comedy,1982
984,Ed's Next Move,Comedy,1996
985,Extreme Measures,Drama|Thriller,1996
986,The Glimmer Man,Action|Thriller,1996
987,D3: The Mighty Ducks,Children's|Comedy,1996
988,The Chamber,Drama,1996
989,The Apple Dumpling Gang,Children's|Comedy|Western,1975
990,"Davy Crockett, King of the Wild Frontier",Western,1955
991,Escape to Witch Mountain,Adventure|Children's|Fantasy,1975
992,The Love Bug,Children's|Comedy,1969
993,Herbie Rides Again,Adventure|Children's|Comedy,1974
994,Old Yeller,Children's|Drama,1957
995,The Parent Trap,Children's|Drama,1961
996,Pollyanna,Children's|Comedy|Drama,1960
997,Homeward Bound: The Incredible Journey,Adventure|Children's,1993
998,The Shaggy Dog,Children's|Comedy,1959
999,Swiss Family Robinson,Adventure|Children's,1960
1000,That Darn Cat!,Children's|Comedy|Mystery,1965
1001,"20,000 Leagues Under the Sea",Adventure|Children's|Fantasy|Sci-Fi,1954
1002,Cool Runnings,Comedy,1993
1003,Angels in the Outfield,Children's|Comedy,1994
1004,Cinderella,Animation|Children's|Musical,1950
1005,Winnie the Pooh and the Blustery Day,Animation|Children's,1968
1006,The Three Caballeros,Animation|Children's|Musical,1945
1007,The Sword in the Stone,Animation|Children's,1963
1008,So Dear to My Heart,Children's|Drama,1949
1009,Robin Hood: Prince of Thieves,Drama,1991
1010,Mary Poppins,Children's|Comedy|Musical,1964
1011,Dumbo,Animation|Children's|Musical,1941
1012,Pete's Dragon,Adventure|Animation|Children's|Musical,1977
1013,Bedknobs and Broomsticks,Adventure|Children's|Musical,1971
1014,Alice in Wonderland,Animation|Children's|Musical,1951
1015,The Fox and the Hound,Animation|Children's,1981
1016,Freeway,Crime,1996
1017,The Sound of Music,Musical,1965
1018,Die Hard,Action|Thriller,1988
1019,The Lawnmower Man,Action|Sci-Fi|Thriller,1992
1020,Unhook the Stars,Drama,1996
1021,Synthetic Pleasures,Documentary,1995
1022,The Secret Agent,Drama,1996
1023,Secrets & Lies,Drama,1996
1024,That Thing You Do!,Comedy,1996
1025,To Gillian on Her 37th Birthday,Drama|Romance,1996
1026,Surviving Picasso,Drama,1996
1027,Love Is All There Is,Comedy|Drama,1996
1028,Beautiful Thing,Drama|Romance,1996
1029,The Long Kiss Goodnight,Action|Thriller,1996
1030,The Ghost and the Darkness,Action|Adventure,1996
1031,Looking for Richard,Documentary|Drama,1996
1032,Trees Lounge,Drama,1996
1033,The Proprietor,Drama,1996
1034,Normal Life,Crime|Drama,1996
1035,Get on the Bus,Drama,1996
1036,Shadow Conspiracy,Thriller,1997
1037,Jude,Drama,1996
1038,Everyone Says I Love You,Comedy|Musical|Romance,1996
1039,Bitter Sugar,Drama,1996
1040,Romeo + Juliet,Drama|Romance,1996
1041,Swingers,Comedy|Drama,1996
1042,Sleepers,Crime|Drama,1996
1043,The Sunchaser,Drama,1996
1044,Johns,Drama,1996
1045,Aladdin and the King of Thieves,Animation|Children's|Comedy,1996
1046,Smallfoot,Animation|Adventure|Comedy,2018
1047,Shall We Dance?,Comedy|Musical|Romance,1937
1048,A Damsel in Distress,Comedy|Musical|Romance,1937
1049,Crossfire,Crime|Film-Noir,1947
1050,"Murder, My Sweet",Film-Noir|Thriller,1944
1051,Macao,Adventure,1952
1052,For the Moment,Romance|War,1994
1053,Willy Wonka and the Chocolate Factory,Adventure|Children's|Comedy|Fantasy,1971
1054,The Sex Life of the Belgians,Comedy,1994
1055,The Innocents,Thriller,1961
1056,Sleeper,Comedy|Sci-Fi,1973
1057,Bananas,Comedy|War,1971
1058,A Fish Called Wanda,Comedy,1988
1059,Life of Brian,Comedy,1979
1060,Victor/Victoria,Comedy|Musical,1982
1061,The Candidate,Drama,1972
1062,The Great Race,Comedy|Musical,1965
1063,Bonnie and Clyde,Crime|Drama,1967
1064,The Old Man and the Sea,Adventure|Drama,1958
1065,Dial M for Murder,Mystery|Thriller,1954
1066,Madame Butterfly,Musical,1995
1067,Dirty Dancing,Musical|Romance,1987
1068,Reservoir Dogs,Crime|Thriller,1992
1069,Platoon,Drama|War,1986
1070,Weekend at Bernie's,Comedy,1989
1071,Basic Instinct,Mystery|Thriller,1992
1072,The Doors,Drama|Musical,1991
1073,The Crying Game,Drama|Romance|War,1992
1074,Glengarry Glen Ross,Drama,1992
1075,Sophie's Choice,Drama,1982
1076,E.T. the Extra-Terrestrial,Children's|Drama|Fantasy|Sci-Fi,1982
1077,The Search for One-eye Jimmy,Comedy,1996
1078,A Christmas Carol,Drama,1938
1079,Days of Thunder,Action|Romance,1990
1080,Top Gun,Action|Romance,1986
1081,American Strays,Action,1996
1082,Rebel Without a Cause,Drama,1955
1083,A Streetcar Named Desire,Drama,1951
1084,Children of the Corn: The Gathering,Horror,1996
1085,The Leopard Son,Documentary,1996
1086,Loser,Comedy,1991
1087,Prerokbe Ognja,Documentary,1995
1088,Charms Zwischenfälle,Drama,1996
1089,Bird of Prey,Action,1996
1090,Microcosmos,Documentary,1996
1091,Palookaville,Action|Drama,1996
1092,The Associate,Comedy,1996
1093,The Funeral,Drama,1996
1094,Sleepover,Comedy|Drama,1995
1095,A Single Girl,Drama,1995
1096,The Eighth Day,Drama,1996
1097,North Star,Adventure|Western,1996
1098,Drunks,Drama,1997
1099,The People vs. Larry Flynt,Drama,1996
1100,Glory Daze,Drama,1996
1101,The House with a Clock in Its Walls,Comedy|Family|Fantasy,2018
1102,A Perfect Candidate,Documentary,1996
1103,On Golden Pond,Drama,1981
1104,The Return of the Pink Panther,Comedy,1974
1105,Drop Dead Fred,Comedy|Fantasy,1991
1106,The Abyss,Action|Adventure|Sci-Fi|Thriller,1989
1107,The Fog,Horror,1980
1108,Escape from New York,Action|Adventure|Sci-Fi|Thriller,1981
1109,The Howling,Horror,1980
1110,Jean de Florette,Drama,1986
1111,Manon of the Spring,Drama,1986
1112,Talking About Sex,Comedy|Drama,1994
1113,Johnny One Hundred Pesos,Action|Drama,1993
1114,Private Benjamin,Comedy,1980
1115,Monty Python and the Holy Grail,Comedy,1974
1116,Hustler White,Romance,1996
1117,Dadetown,Documentary,1995
1118,Everything Relative,Drama,1996
1119,Entertaining Angels: The Dorothy Day Story,Drama,1996
1120,Hoogste tijd,Drama,1995
1121,Get Over It,Drama,1996
1122,Three Lives and Only One Death,Comedy,1996
1123,The Line King: The Al Hirschfeld Story,Documentary,1996
1124,Snowriders,Documentary,1996
1125,Curtis's Charm,Comedy|Drama,1995
1126,When We Were Kings,Documentary,1996
1127,The Wrong Trousers,Animation|Comedy,1993
1128,Slender Man,Horror|Mystery|Thriller,2018
1129,The Return of Martin Guerre,Drama,1982
1130,Faust,Animation|Comedy|Thriller,1994
1131,He Walked by Night,Crime|Film-Noir|Thriller,1948
1132,Raw Deal,Film-Noir,1948
1133,T-Men,Film-Noir,1947
1134,The Invitation,Drama,1986
1135,The Children Are Watching us,Drama,1942
1136,Pastoral Symphony,Drama,1946
1137,Here Comes Cookie,Comedy,1935
1138,Love in Bloom,Romance,1935
1139,Six of a Kind,Comedy,1934
1140,The Tin Drum,Drama,1979
1141,The Ruling Class,Comedy,1972
1142,Mina Tannenbaum,Drama,1994
1143,2 or 3 Things I Know About Her,Drama,1966
1144,The Bloody Child,Drama|Thriller,1996
1145,Farmer & Chase,Comedy,1995
1146,Dear God,Comedy,1996
1147,Bad Moon,Horror,1996
1148,American Dream,Documentary,1990
1149,Best of the Best 3: No Turning Back,Action,1995
1150,Bob Roberts,Comedy,1992
1151,Cinema Paradiso,Comedy|Drama|Romance,1988
1152,The Cook the Thief His Wife & Her Lover,Drama,1989
1153,Grosse Fatigue,Comedy,1994
1154,Delicatessen,Comedy|Sci-Fi,1991
1155,The Double Life of Veronique,Drama,1991
1156,Enchanted April,Drama,1991
1157,Paths of Glory,Drama|War,1957
1158,The Grifters,Crime|Drama|Film-Noir,1990
1159,Hear My Song,Comedy,1991
1160,The Shooter,Action,1995
1161,The English Patient,Drama|Romance|War,1996
1162,Mediterraneo,Comedy|War,1991
1163,My Left Foot,Drama,1989
1164,"Sex, Lies, and Videotape",Drama,1989
1165,Passion Fish,Drama,1992
1166,Strictly Ballroom,Comedy|Romance,1992
1167,The Thin Blue Line,Documentary,1988
1168,Tie Me Up! Tie Me Down!,Drama,1990
1169,Madonna: Truth or Dare,Documentary,1991
1170,Paris Is Burning,Documentary,1990
1171,One Flew Over the Cuckoo's Nest,Drama,1975
1172,Up in Smoke,Comedy,1978
1173,Star Wars: Episode V - The Empire Strikes Back,Action|Adventure|Drama|Sci-Fi|War,1980
1174,The Princess Bride,Action|Adventure|Comedy|Romance,1987
1175,Raiders of the Lost Ark,Action|Adventure,1981
1176,Brazil,Sci-Fi,1985
1177,Aliens,Action|Sci-Fi|Thriller|War,1986
1178,Withnail & I,Comedy,1987
1179,12 Angry Men,Drama,1957
1180,Lawrence of Arabia,Adventure|War,1962
1181,The Transformers: The Movie,Action|Animation|Children's|Sci-Fi|Thriller|War,1986
1182,A Clockwork Orange,Sci-Fi,1971
1183,To Kill a Mockingbird,Drama,1962
1184,Apocalypse Now,Drama|War,1979
1185,Once Upon a Time in the West,Western,1969
1186,Star Wars: Episode VI - Return of the Jedi,Action|Adventure|Romance|Sci-Fi|War,1983
1187,Wings of Desire,Comedy|Drama|Romance,1987
1188,The Third Man,Mystery|Thriller,1949
1189,GoodFellas,Crime|Drama,1990
1190,Alien,Action|Horror|Sci-Fi|Thriller,1979
1191,Army of Darkness,Action|Adventure|Comedy|Horror|Sci-Fi,1993
1192,The Big Blue,Adventure|Romance,1988
1193,Ran,Drama|War,1985
1194,The Killer,Action|Thriller,1989
1195,Psycho,Horror|Thriller,1960
1196,The Blues Brothers,Action|Comedy|Musical,1980
1197,The Godfather: Part II,Action|Crime|Drama,1974
1198,Full Metal Jacket,Action|Drama|War,1987
1199,A Grand Day Out,Animation|Comedy,1992
1200,Henry V,Drama|War,1989
1201,Amadeus,Drama,1984
1202,The Quiet Man,Comedy|Romance,1952
1203,Once Upon a Time in America,Crime|Drama|Thriller,1984
1204,Raging Bull,Drama,1980
1205,Annie Hall,Comedy|Romance,1977
1206,The Right Stuff,Drama,1983
1207,Stalker,Mystery|Sci-Fi,1979
1208,The Boat,Action|Drama|War,1981
1209,The Sting,Comedy|Crime,1973
1210,Harold and Maude,Comedy,1971
1211,Trust,Comedy|Drama,1990
1212,The Seventh Seal,Drama,1957
1213,Local Hero,Comedy,1983
1214,The Terminator,Action|Sci-Fi|Thriller,1984
1215,Braindead,Comedy|Horror,1992
1216,Glory,Action|Drama|War,1989
1217,Rosencrantz & Guildenstern Are Dead,Comedy|Drama,1990
1218,Manhattan,Comedy|Drama|Romance,1979
1219,Miller's Crossing,Drama,1990
1220,Dead Poets Society,Drama,1989
1221,The Graduate,Drama|Romance,1967
1222,Touch of Evil,Crime|Film-Noir|Thriller,1958
1223,Nikita,Thriller,1990
1224,The Bridge on the River Kwai,Drama|War,1957
1225,8½,Drama,1963
1226,Chinatown,Film-Noir|Mystery|Thriller,1974
1227,The Day the Earth Stood Still,Drama|Sci-Fi,1951
1228,The Treasure of the Sierra Madre,Adventure,1948
1229,Bad Taste,Comedy|Horror,1987
1230,Duck Soup,Comedy|War,1933
1231,Better Off Dead...,Comedy,1985
1232,The Shining,Horror,1980
1233,Stand by Me,Adventure|Comedy|Drama,1986
1234,M,Crime|Film-Noir|Thriller,1931
1235,Evil Dead II,Action|Adventure|Comedy|Horror,1987
1236,The Great Escape,Adventure|War,1963
1237,The Deer Hunter,Drama|War,1978
1238,Diva,Action|Drama|Mystery|Romance|Thriller,1981
1239,Groundhog Day,Comedy|Romance,1993
1240,Unforgiven,Western,1992
1241,The Manchurian Candidate,Film-Noir|Thriller,1962
1242,Pump Up the Volume,Drama,1990
1243,Arsenic and Old Lace,Comedy|Mystery|Thriller,1944
1244,Back to the Future,Comedy|Sci-Fi,1985
1245,Fried Green Tomatoes,Drama,1991
1246,Patton,Drama|War,1970
1247,Down by Law,Comedy|Drama,1986
1248,Akira,Adventure|Animation|Sci-Fi|Thriller,1988
1249,Highlander,Action|Adventure,1986
1250,Cool Hand Luke,Comedy|Drama,1967
1251,Cyrano de Bergerac,Action|Drama|Romance,1990
1252,Young Frankenstein,Comedy|Horror,1974
1253,Night on Earth,Comedy|Drama,1991
1254,Raise the Red Lantern,Drama,1991
1255,The Great Dictator,Comedy,1940
1256,Fantasia,Animation|Children's|Musical,1940
1257,High Noon,Western,1952
1258,The Big Sleep,Film-Noir|Mystery,1946
1259,Heathers,Comedy,1989
1260,Somewhere in Time,Drama|Romance,1980
1261,Ben-Hur,Action|Adventure|Drama,1959
1262,This Is Spinal Tap,Comedy|Drama|Musical,1984
1263,Koyaanisqatsi,Documentary|War,1983
1264,Some Kind of Wonderful,Drama|Romance,1987
1265,Indiana Jones and the Last Crusade,Action|Adventure,1989
1266,Being There,Comedy,1979
1267,Gandhi,Drama,1982
1268,M*A*S*H,Comedy|War,1970
1269,The Unbearable Lightness of Being,Drama,1988
1270,A Room with a View,Drama|Romance,1986
1271,Real Genius,Comedy,1985
1272,Pink Floyd - The Wall,Drama|Musical|War,1982
1273,The Killing Fields,Drama|War,1984
1274,My Life as a Dog,Drama,1985
1275,Forbidden Planet,Sci-Fi,1956
1276,Field of Dreams,Drama,1989
1277,The Man Who Would Be King,Adventure,1975
1278,Butch Cassidy and the Sundance Kid,Action|Comedy|Western,1969
1279,"Paris, Texas",Drama,1984
1280,Until the End of the World,Drama|Sci-Fi,1991
1281,When Harry Met Sally...,Comedy|Romance,1989
1282,I Shot a Man in Vegas,Comedy,1995
1283,Parallel Sons,Drama|Romance,1995
1284,Hype!,Documentary,1996
1285,Santa with Muscles,Comedy,1996
1286,Female Perversions,Drama,1996
1287,Mad Dog Time,Crime,1996
1288,Breathing Room,Romance,1996
1289,Paris Was a Woman,Documentary,1995
1290,Anna,Drama,1996
1291,I'm Not Rappaport,Comedy,1996
1292,Blue Juice,Comedy|Drama,1995
1293,Kids of Survival,Documentary,1993
1294,Alien³,Action|Horror|Sci-Fi|Thriller,1992
1295,An American Werewolf in London,Horror,1981
1296,Amityville 1992: It's About Time,Horror,1992
1297,Amityville 3-D,Horror,1983
1298,Amityville: Dollhouse,Horror,1996
1299,Amityville: A New Generation,Horror,1993
1300,Amityville II: The Possession,Horror,1982
1301,The Amityville Horror,Horror,1979
1302,The Amityville Curse,Horror,1990
1303,Blood For Dracula,Horror,1974
1304,April Fool's Day,Comedy|Horror,1986
1305,Audrey Rose,Horror,1977
1306,The Believers,Horror|Thriller,1987
1307,The Birds,Horror,1963
1308,The Blob,Horror|Sci-Fi,1958
1309,Blood Beach,Action|Horror,1981
1310,Body Parts,Horror,1991
1311,The Body Snatcher,Horror,1945
1312,Bram Stoker's Dracula,Horror|Romance,1992
1313,Bride of Frankenstein,Horror,1935
1314,Burnt Offerings,Horror,1976
1315,Candyman,Horror,1992
1316,Cape Fear,Thriller,1991
1317,Cape Fear,Film-Noir|Thriller,1962
1318,Carrie,Horror,1976
1319,Cat People,Horror,1982
1320,A Nightmare on Elm Street,Horror,1984
1321,Vampire in Venice,Horror,1922
1322,Mile 22,Action|Adventure|Thriller,2018
1323,The Omen,Horror,1976
