movieId,title,Plot,actors,director,runtime,cert,imdb_rating,imdb_id,poster
987,D3: The Mighty Ducks,"The unruly team of hockey misfits grows up a bit and receives scholarships to a prestigious prep school, where they take on the snotty varsity team.","Emilio Estevez, Jeffrey Nordling, David Selby, Heidi Kling",Robert Lieberman,104,PG,5.4,tt0116000,https://m.media-amazon.com/images/M/MV5BNWMyZmNkNTMtYTZlMi00MmQ5LWE4NWQtMzVjZWZhNmU1Yjc1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
988,The Chamber,A young man fresh out of law school tries to win a reprieve for his racist grandfather who is on death row.,"Chris O'Donnell, Gene Hackman, Faye Dunaway, Robert Prosky",James Foley,113,R,6.0,tt0115862,https://m.media-amazon.com/images/M/MV5BN2E2ODZjODctZmQ0Mi00YjRkLThjMDEtMGUyYmE1ZDI5MzU3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
989,The Apple Dumpling Gang,Three orphan children strike gold in 1878 California.,"Bill Bixby, Susan Clark, Don Knotts, Tim Conway",Norman Tokar,100,G,6.4,tt0072653,https://m.media-amazon.com/images/M/MV5BZTc5NDk1NDgtMThmYy00MWViLTk2ZjUtNTQyMDI1MDI0MDRjXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
990,Davy Crockett: King of the Wild Frontier,Legends (and myths) from the life of famed American frontiersman Davy Crockett are depicted in this feature film edited from television episodes. Crockett and his friend George Russell ...,"Fess Parker, Buddy Ebsen, Basil Ruysdael, Hans Conried",Norman Foster,93,Approved,7.1,tt0047977,https://m.media-amazon.com/images/M/MV5BZWY3MGVmM2YtYzkzYy00MjNmLTljMDctNDc5ZWUyNTM2OWU0XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg
991,Escape to Witch Mountain,Two mysterious orphan children have extraordinary powers and are chased by a scheming millionaire. But where do these kids really call home?,"Eddie Albert, Ray Milland, Donald Pleasence, Kim Richards",John Hough,97,G,6.4,tt0072951,https://m.media-amazon.com/images/M/MV5BMzZjODA5NjctMGZlNC00YjNlLTg2NDQtNDE1YTc3YTMxYzBmXkEyXkFqcGdeQXVyMTEwODg2MDY@._V1_SX300.jpg
992,The Love Bug,A race car driver becomes a champion with a Volkswagen Beetle with a mind of its own.,"Dean Jones, Michele Lee, David Tomlinson, Buddy Hackett",Robert Stevenson,108,G,6.5,tt0064603,https://m.media-amazon.com/images/M/MV5BNDc3NTAwYmEtODg2YS00Y2IyLWFlOGYtMjUyMDQ5NzU2MDYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
993,Herbie Rides Again,The living Volkswagen Beetle helps an old lady protect her home from a corrupt developer.,"Helen Hayes, Ken Berry, Stefanie Powers, John McIntire",Robert Stevenson,88,G,5.6,tt0071607,https://m.media-amazon.com/images/M/MV5BZjU1Mjc4YjUtZjVjOC00NTdjLTg2NWItMTQ1NTExODdhNTk1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
994,Old Yeller,"A teenage boy grows to love a stray yellow dog while helping his mother and younger brother run their Texas homestead while their father is away on a cattle drive. First thought to be good-for-nothing mutt, Old Yeller is soon beloved by all.","Dorothy McGuire, Fess Parker, Jeff York, Chuck Connors",Robert Stevenson,83,Approved,7.3,tt0050798,https://m.media-amazon.com/images/M/MV5BNTkzNzBkMWEtZjE3Yy00NDMxLWFhM2ItYWRiYThjNDhkOGY2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTYzMTY1MjQ@._V1_SX300.jpg
995,The Parent Trap,"Identical twins Annie and Hallie, separated at birth and each raised by one of their biological parents, later discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.","Lindsay Lohan, Dennis Quaid, Natasha Richardson, Elaine Hendrix",Nancy Meyers,128,PG,6.5,tt0120783,https://m.media-amazon.com/images/M/MV5BNWYyMzJhNzEtMzFkNC00M2U0LTkwMWYtYWVkN2Y2MGI5ODZkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
996,Pollyanna,A young girl comes to an embittered town and confronts its attitude with her determination to see the best in life.,"Hayley Mills, Jane Wyman, Richard Egan, Karl Malden",David Swift,134,Approved,7.4,tt0054195,https://m.media-amazon.com/images/M/MV5BOTdiMDQ5NTEtM2FjNS00YTFkLWExZTAtYjk5Mjc0YTMzYWM1XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
997,Homeward Bound: The Incredible Journey,Three pets escape from a California ranch to find their owners in San Francisco.,"Don Alder, Ed Bernard, Kevin Chevalia, Anne Christianson",Duwayne Dunham,84,G,6.9,tt0107131,https://m.media-amazon.com/images/M/MV5BMmRlODBjOWEtODViZS00NGNiLWEwNzYtYjIyZWQwZThhODBkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
998,The Shaggy Dog,A man tries to live a normal life despite the fact that he sometimes turns into a sheepdog.,"Tim Allen, Kristin Davis, Zena Grey, Spencer Breslin",Brian Robbins,98,PG,4.4,tt0393735,https://m.media-amazon.com/images/M/MV5BMTY0NzM0OTE1N15BMl5BanBnXkFtZTcwMjQ0NjIzMQ@@._V1_SX300.jpg
999,Swiss Family Robinson,A Swiss family must survive being shipwrecked on a deserted island.,"John Mills, Dorothy McGuire, James MacArthur, Janet Munro",Ken Annakin,126,G,7.2,tt0054357,https://m.media-amazon.com/images/M/MV5BYWUzZjgyMDUtZDMwZS00YjhkLWJkYTUtYmUyNDRkZjcxNGQzXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg
1000,That Darn Cat!,"After a kidnapped bank teller uses a neighbor's wandering cat to send an SOS, the FBI assigns a cat-allergic agent to the case.","Hayley Mills, Dean Jones, Dorothy Provine, Roddy McDowall",Robert Stevenson,116,APPROVED,6.7,tt0059793,https://m.media-amazon.com/images/M/MV5BNzVlMGQ0MzgtNWM0NC00MWI1LThlYzUtNTkwZDVhOGVmZjI3XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg
1001,"20,000 Leagues Under the Sea","A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.","Kirk Douglas, James Mason, Paul Lukas, Peter Lorre",Richard Fleischer,127,G,7.2,tt0046672,https://m.media-amazon.com/images/M/MV5BODYxOTMyM2EtNzUzNC00Yjg2LTg3MjYtZTIyNjhiYzc1NTlkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
1002,Cool Runnings,"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team.","Leon, Doug E. Doug, Rawle D. Lewis, Malik Yoba",Jon Turteltaub,98,PG,6.9,tt0106611,https://m.media-amazon.com/images/M/MV5BMjMxMTQ3MzMwMV5BMl5BanBnXkFtZTgwNTYxNzYxMTE@._V1_SX300.jpg
1003,Angels in the Outfield,"When a boy prays for a chance to have a family if the California Angels win the pennant, angels are assigned to make that possible.","Danny Glover, Brenda Fricker, Tony Danza, Christopher Lloyd",William Dear,102,PG,6.1,tt0109127,https://m.media-amazon.com/images/M/MV5BZDE1MWU1ZDQtOTg3YS00MTEwLTkxNjItMDQzY2UxMThjYmZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1004,Cinderella,"When her father unexpectedly dies, young Ella finds herself at the mercy of her cruel stepmother and her scheming stepsisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.","Cate Blanchett, Lily James, Richard Madden, Helena Bonham Carter",Kenneth Branagh,105,PG,6.9,tt1661199,https://m.media-amazon.com/images/M/MV5BMjMxODYyODEzN15BMl5BanBnXkFtZTgwMDk4OTU0MzE@._V1_SX300.jpg
1005,Winnie the Pooh and the Blustery Day,"Winnie the Pooh and his friends experience high winds, heavy rains, and a flood in Hundred Acre Wood.","Sebastian Cabot, Sterling Holloway, John Fiedler, Jon Walmsley",Wolfgang Reitherman,25,G,8.0,tt0063819,https://m.media-amazon.com/images/M/MV5BODgyNjM3NWUtZDAxMi00NzRhLWE0NmMtMjIxYTY1MWJlZTQyXkEyXkFqcGdeQXVyNzY1NDgwNjQ@._V1_SX300.jpg
1006,The Three Caballeros,"Donald receives his birthday gifts, which include traditional gifts and information about Brazil (hosted by Zé Carioca) and Mexico (by Panchito, a Mexican Charro Rooster).","Aurora Miranda, Carmen Molina, Dora Luz, Sterling Holloway","Norman Ferguson, Clyde Geronimi, Jack Kinney, Bill Roberts, Harold Young",71,APPROVED,6.5,tt0038166,https://m.media-amazon.com/images/M/MV5BNTYzMmFmNjYtYzJmMy00ZGViLTlkNjItYjMwYzA3ZjRkZTBkXkEyXkFqcGdeQXVyNjI1Mjk4MTg@._V1_SX300.jpg
1007,The Sword in the Stone,"A poor boy named Arthur learns the power of love, kindness, knowledge and bravery with the help of a wizard called Merlin in the path to become one of the most beloved kings in English history.","Sebastian Cabot, Karl Swenson, Rickie Sorensen, Junius Matthews",Wolfgang Reitherman,79,G,7.2,tt0057546,https://m.media-amazon.com/images/M/MV5BODc2MjAyZDYtNWYwZi00YTQwLWE0ZDMtMjM2NTJmYWMxMmQ0XkEyXkFqcGdeQXVyNTQxMTIxMTk@._V1_SX300.jpg
1008,So Dear to My Heart,This heartwarming classic tells the tale of a country boy who adopts a mischevious black lamb and learns valuable lessons about love and dedication.,"Burl Ives, Beulah Bondi, Bobby Driscoll, Luana Patten","Harold D. Schuster, Hamilton Luske",79,PASSED,7.1,tt0041890,https://m.media-amazon.com/images/M/MV5BZDcyZjVjNTctOGNhMS00YmMzLWFlYTEtZGQ2MmQ3MWM1NWYzXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg
1009,Robin Hood: Prince of Thieves,"When Robin and his Moorish companion come to England and the tyranny of the Sheriff of Nottingham, he decides to fight back as an outlaw.","Kevin Costner, Morgan Freeman, Mary Elizabeth Mastrantonio, Christian Slater",Kevin Reynolds,143,PG-13,6.9,tt0102798,https://m.media-amazon.com/images/M/MV5BODM3MjA3NDM3M15BMl5BanBnXkFtZTgwMDc1NjUwMjI@._V1_SX300.jpg
1010,Mary Poppins,"In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.","Julie Andrews, Dick Van Dyke, David Tomlinson, Glynis Johns",Robert Stevenson,139,G,7.8,tt0058331,https://m.media-amazon.com/images/M/MV5BNmJkODczNjItNDI5Yy00MGI1LTkyOWItZDNmNjM4ZGI1ZDVlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
1011,Dumbo,"Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential.","James Baskett, Herman Bing, Mel Blanc, Billy Bletcher","Samuel Armstrong, Norman Ferguson, Wilfred Jackson, Jack Kinney, Bill Roberts, Ben Sharpsteen, John Elliotte",64,G,7.3,tt0033563,https://m.media-amazon.com/images/M/MV5BZDIzYjJjNmItZmY5Yy00NjRiLTkyMDYtODg2MGFjYmQzYWI5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1012,Pete's Dragon,"The adventures of an orphaned boy named Pete and his best friend Elliot, who just so happens to be a dragon.","Bryce Dallas Howard, Robert Redford, Oakes Fegley, Oona Laurence",David Lowery,102,PG,6.7,tt2788732,https://m.media-amazon.com/images/M/MV5BMjA4NDYxNzYzOF5BMl5BanBnXkFtZTgwNzU1NzcwODE@._V1_SX300.jpg
1013,Bedknobs and Broomsticks,"An apprentice witch, three kids and a cynical magician conman search for the missing component to a magic spell to be used in the defense of Britain in WWII.","Angela Lansbury, David Tomlinson, Roddy McDowall, Sam Jaffe",Robert Stevenson,117,G,7.1,tt0066817,https://m.media-amazon.com/images/M/MV5BMTUxMTY3MTE5OF5BMl5BanBnXkFtZTgwNTQ0ODgxMzE@._V1_SX300.jpg
1014,Alice in Wonderland,"Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror.","Johnny Depp, Mia Wasikowska, Helena Bonham Carter, Anne Hathaway",Tim Burton,108,PG,6.5,tt1014759,https://m.media-amazon.com/images/M/MV5BMTMwNjAxMTc0Nl5BMl5BanBnXkFtZTcwODc3ODk5Mg@@._V1_SX300.jpg
1015,The Fox and the Hound,Two childhood friends find themselves forced to become enemies.,"Mickey Rooney, Kurt Russell, Pearl Bailey, Jack Albertson","Ted Berman, Richard Rich, Art Stevens",83,G,7.3,tt0082406,https://m.media-amazon.com/images/M/MV5BMDQzZWRlYjctMjE0ZS00NWU5LWE3NzktYzZiNzJiM2UxMDczXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
1016,Freeway,"A twisted take on ""Little Red Riding Hood"", with a teenage juvenile delinquent on the run from a social worker travelling to her grandmother's house and being hounded by a charming, but sadistic, serial killer and pedophile.","Kiefer Sutherland, Reese Witherspoon, Bokeem Woodbine, Paul Perri",Matthew Bright,102,R,6.9,tt0116361,https://m.media-amazon.com/images/M/MV5BODMzMzNiZTgtZDg1Ni00NDEwLWI0MzMtYjhmYTY5NGYyNDAyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1017,The Sound of Music,A woman leaves an Austrian convent to become a governess to the children of a Naval officer widower.,"Julie Andrews, Christopher Plummer, Eleanor Parker, Richard Haydn",Robert Wise,172,G,8.0,tt0059742,https://m.media-amazon.com/images/M/MV5BODIxNjhkYjEtYzUyMi00YTNjLWE1YjktNjAyY2I2MWNkNmNmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1018,Die Hard,An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,"Bruce Willis, Bonnie Bedelia, Reginald VelJohnson, Paul Gleason",John McTiernan,132,R,8.2,tt0095016,https://m.media-amazon.com/images/M/MV5BZjRlNDUxZjAtOGQ4OC00OTNlLTgxNmQtYTBmMDgwZmNmNjkxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
1019,The Lawnmower Man,A simple man is turned into a genius through the application of computer science.,"Jeff Fahey, Pierce Brosnan, Jenny Wright, Mark Bringelson",Brett Leonard,108,R,5.4,tt0104692,https://m.media-amazon.com/images/M/MV5BYWZhODdkMTEtMzBmNy00NzU5LWIzYjMtYTkwNWE3YTRjOTZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1020,Unhook the Stars,"Character study about Mildred, an elderly woman who has spent her life caring for others. When her daughter finally leaves home, she finds that, for the first time in her life, she has ...","Gena Rowlands, Marisa Tomei, Gérard Depardieu, Jake Lloyd",Nick Cassavetes,103,R,6.6,tt0118044,https://m.media-amazon.com/images/M/MV5BMTM5NjgxMDQwN15BMl5BanBnXkFtZTcwODk1NTgxMQ@@._V1_SX300.jpg
1021,Synthetic Pleasures,"Conceived as an electronic road movie, this documentary investigates cutting edge technologies and their influence on our culture as we approach the 21st century. It takes off from the idea...","Scott Bakatman, John Perry Barlow, Robert Ettinger, Robert Gurland",Iara Lee,85,N/A,6.6,tt0114597,http://ia.media-imdb.com/images/M/MV5BNTE0ODI2OTAzMF5BMl5BanBnXkFtZTcwMTk2OTIyMQ@@._V1_SX300.jpg
1022,The Secret Agent,"London of the late 19th century is a haven for political exiles of all sorts - refugees, partisans, anarchists. Verloc has made his living spying for the Russian government, an agent ...","Bob Hoskins, Patricia Arquette, Gérard Depardieu, Jim Broadbent",Christopher Hampton,95,R,5.8,tt0117582,https://ia.media-imdb.com/images/M/MV5BMTI5MjIzODgyOV5BMl5BanBnXkFtZTcwNzY3MjIzMQ@@._V1_SX300.jpg
1023,Secrets,"One night, five teens and a deck of cards. Deception. Revenge. Sex. ...and it's all about to explode.","Bryan Fox, Lindsay Gareth, Casey Graf, Najarra Townsend",Jeff Warden,15,N/A,5.2,tt0976244,N/A
1024,That Thing You Do!,"A local Pennsylvania band scores a one hit wonder in 1964 and rides the star-making machinery as long as they can, with lots of help from its manager.","Tom Everett Scott, Liv Tyler, Johnathon Schaech, Steve Zahn",Tom Hanks,108,PG,6.9,tt0117887,https://m.media-amazon.com/images/M/MV5BOWVmN2ZhZjgtZGEzMy00NDkxLWI5YWQtYTE2ZTk0YzIyMzc0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1025,To Gillian on Her 37th Birthday,"David Lewis is affected by the death of his wife Gillian, who fell from the mast pole of their boat on a sailing trip two years ago. David deals with his grief by continuing his romance ...","Peter Gallagher, Michelle Pfeiffer, Claire Danes, Laurie Fortier",Michael Pressman,93,PG-13,5.8,tt0117924,https://m.media-amazon.com/images/M/MV5BMzQ4ZmU0ODEtNWVlMS00NzkwLThjNzAtMmMyNDBjMDhiZTIwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1026,Surviving Picasso,"The passionate Merchant Ivory drama tells the story of Francoise Gilot, the only lover of Pablo Picasso, who was strong enough to withstand his ferocious cruelty, and move on with her life.","Anthony Hopkins, Natascha McElhone, Julianne Moore, Joss Ackland",James Ivory,125,R,6.4,tt0117791,https://m.media-amazon.com/images/M/MV5BMTk2NTI4MTMwMV5BMl5BanBnXkFtZTcwMjE4ODcyMQ@@._V1_SX300.jpg
1027,Love Is All There Is,Romeo & Juliet gets transplanted to the Bronx.,"Lainie Kazan, Joseph Bologna, Barbara Carrera, Renée Taylor","Joseph Bologna, Renée Taylor",120,R,5.1,tt0116928,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1ODEyMTg3M15BMl5BanBnXkFtZTcwNzgzNzA2NA@@._V1_SX300.jpg
1028,Beautiful Thing,"In a suburb of London, young Jamie is escaping sport hours, to avoid being the victim of his comrades. Young Ste, his neighbor, is beaten by his father, and comes to sleep overnight. They discover new feelings, sleeping in the same bed.","Linda Henry, Glen Berry, Scott Neal, Tameka Empson",Hettie Macdonald,90,R,7.6,tt0115640,https://m.media-amazon.com/images/M/MV5BYTM4OTllMzYtZmQ0YS00MDU3LTliZDktNjMzYmQ4ZjRjMmFjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1029,The Long Kiss Goodnight,A woman suffering from amnesia begins to recover her memories after trouble from her past finds her again.,"Geena Davis, Samuel L. Jackson, Yvonne Zima, Craig Bierko",Renny Harlin,121,R,6.8,tt0116908,https://m.media-amazon.com/images/M/MV5BNTkzOWZkN2QtNDJkYy00OTdjLThlNDQtNDg4MjMyMWE5Y2U5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1030,The Ghost and the Darkness,A bridge engineer and an experienced old hunter begin a hunt for two lions after they start attacking local construction workers.,"Michael Douglas, Val Kilmer, Tom Wilkinson, John Kani",Stephen Hopkins,110,R,6.8,tt0116409,https://m.media-amazon.com/images/M/MV5BNWQ4NDRiMWItNGI5Yi00N2U1LTlkMGQtM2VjMzdkZTU0YzYyXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg
1031,Looking for Richard,"Al Pacino's deeply-felt rumination on Shakespeare's significance and relevance to the modern world through interviews and an in-depth analysis of ""Richard III.""","Penelope Allen, Gordon MacDonald, Madison Arnold, Vincent Angell",Al Pacino,111,PG-13,7.4,tt0116913,https://m.media-amazon.com/images/M/MV5BOTdkZTUzMGUtYzNhOC00ODEyLWI2MjktNTY1ZjRhM2Y2ZDYxXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
1032,Trees Lounge,"Tommy is an unemployed mechanic who spends most of his time in a bar (Trees Lounge) in a small blue collar town. He seems to always be thinking, ""If only X then I could stop drinking"".","Carol Kane, Mark Boone Junior, Steve Buscemi, Bronson Dudley",Steve Buscemi,95,R,7.2,tt0117958,https://m.media-amazon.com/images/M/MV5BYmM2OTQwOTktYTQyYi00NTY1LWJmOGUtZWE0N2QwZWQ3YWU5XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg
1033,The Proprietor,An expatriated French novelist (Jeanne Moreau) returns to Paris when she learns that her childhood home is being placed on the auction block. What she doesn't count on is that she has to ...,"Jeanne Moreau, Sean Young, Sam Waterston, Christopher Cazenove",Ismail Merchant,113,R,5.6,tt0117400,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NDQ5NjE1NV5BMl5BanBnXkFtZTcwMzk0MTcxMQ@@._V1_SX300.jpg
1034,Normal Life,"Chris is young idealistic cop who falls in love and gets married to Pam, a beautiful but emotionally unstable woman who suffers from alcoholism and drug addiction. While Chris is trying ...","Ashley Judd, Luke Perry, Bruce A. Young, Jim True-Frost",John McNaughton,101,R,6.3,tt0117202,https://images-na.ssl-images-amazon.com/images/M/MV5BYjlmZjhkZGUtN2JjYy00ZTk3LThiMmMtN2RhZDI2NDg5NjFjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1035,Get on the Bus,"A disparate group of African-American men travel by bus to Washington, DC for the Million Man March.","Richard Belzer, De'aundre Bonds, Andre Braugher, Thomas Jefferson Byrd",Spike Lee,120,R,6.8,tt0116404,https://images-na.ssl-images-amazon.com/images/M/MV5BYTliNjQ1MDYtZTQwNi00MzQzLTllZTgtZGYyZGExZDZlNGM5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1036,Shadow Conspiracy,"Bobby Bishop (Sheen) is a special assistant to the President of the United States. Accidentally, he meets his friend professor Pochenko on the street. Pochenko has time to tell Bishop about...","Charlie Sheen, Donald Sutherland, Linda Hamilton, Stephen Lang",George P. Cosmatos,103,R,4.9,tt0120107,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0MDUwODYwOV5BMl5BanBnXkFtZTcwNjY5ODUyMQ@@._V1_SX300.jpg
1037,Jude,A stonemason steadfastly pursues a cousin he loves. However their love is troubled as he is married to a woman who tricked him into marriage and she is married to a man she does not love.,"Christopher Eccleston, Kate Winslet, Liam Cunningham, Rachel Griffiths",Michael Winterbottom,123,R,7.0,tt0116722,https://m.media-amazon.com/images/M/MV5BMTM0MTIyOTc1NF5BMl5BanBnXkFtZTYwMDI5NDg4._V1_SX300.jpg
1038,Everyone Says I Love You,A New York girl sets her father up with a beautiful woman in a troubled marriage while her stepsister gets engaged.,"Edward Norton, Drew Barrymore, Diva Gray, Ami Almendral",Woody Allen,101,R,6.8,tt0116242,https://m.media-amazon.com/images/M/MV5BY2UwYzY1YjUtNmQxNS00MDIzLTkxMzktNTU5YTBiY2M5MWIwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_SX300.jpg
1039,Bitter Sugar,Gustavo is a young Havana Communist who believes in the revolution; he hopes for a scholarship to study aeronautical engineering in Prague. But his faith in the new Cuba is tested: his ...,"René Lavan, Mayte Vilán, Miguel Gutiérrez, Larry Villanueva",Leon Ichaso,75,N/A,7.2,tt0115600,https://m.media-amazon.com/images/M/MV5BYTU5OWY2NmYtNWYwNC00NDkzLWE2ZGQtYzNmNWZiOThiNDkxXkEyXkFqcGdeQXVyODYwNDU2NDQ@._V1_SX300.jpg
1040,Romeo + Juliet,Shakespeare's famous play is updated to the hip modern suburb of Verona still retaining its original dialogue.,"Leonardo DiCaprio, Claire Danes, John Leguizamo, Harold Perrineau",Baz Luhrmann,120,PG-13,6.8,tt0117509,https://m.media-amazon.com/images/M/MV5BMGU4YmI1ZGQtZjExYi00M2E0LTgyYTAtNzQ5ZmVlMTk4NzUzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
1041,Swingers,Wannabe actors become regulars in the stylish neo-lounge scene; Trent teaches his friend Mike the unwritten rules of the scene.,"Jon Favreau, Vince Vaughn, Ron Livingston, Patrick Van Horn",Doug Liman,96,R,7.3,tt0117802,https://m.media-amazon.com/images/M/MV5BZjg1ZmViMmEtYzIxNi00MzJlLTk4MDktNTE2ZDkwMzEyMjBhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
1042,Sleepers,"After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, they get their chance for revenge.","Kevin Bacon, Billy Crudup, Robert De Niro, Ron Eldard",Barry Levinson,147,R,7.6,tt0117665,https://m.media-amazon.com/images/M/MV5BMTc4OTUzNzc0MV5BMl5BanBnXkFtZTgwMjE4ODYxMTE@._V1_SX300.jpg
1043,The Sunchaser,"Michael Reynolds is a rich oncologist who has a one hundred seventy-five thousand dollar sports car, a multi-million dollar house, and a new boost in his career. Brandon ""Blue"" Monroe is a ...","Woody Harrelson, Jon Seda, Anne Bancroft, Alexandra Tydings",Michael Cimino,122,R,6.2,tt0117781,https://m.media-amazon.com/images/M/MV5BMjE4NjE2MzU1OF5BMl5BanBnXkFtZTcwNTg3NjUyMQ@@._V1_SX300.jpg
1044,Johns,"It's the day before Christmas, the day before John's 21st birthday. He's a prostitute on Santa Monica Blvd in L.A., and he wants to spend that night and the next day at the posh Park Plaza ...","David Arquette, Lukas Haas, Tony Epper, John C. McGinley",Scott Silver,96,R,6.3,tt0116714,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxNTU3NTc4MV5BMl5BanBnXkFtZTcwMjgyNDAzMQ@@._V1_SX300.jpg
1045,Aladdin and the King of Thieves,"The King of Thieves disrupts Aladdin and Jasmine's long-anticipated wedding, looking for an oracle that will lead him to an even bigger treasure. His true identity causes trouble for Aladdin.","Val Bettin, Jim Cummings, Gilbert Gottfried, Linda Larkin",Tad Stones,81,NOT RATED,6.4,tt0115491,https://m.media-amazon.com/images/M/MV5BNDQ1M2Y0NTUtNmQ0MC00MWFjLWIyYjUtZDQxYmJlYmZkNThiXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg
1046,Smallfoot,"A Yeti is convinced that the elusive creatures known as ""humans"" really do exist.","Channing Tatum, James Corden, Zendaya, Common","Karey Kirkpatrick, Jason Reisig(co-director)",96,PG,6.7,tt6182908,https://m.media-amazon.com/images/M/MV5BMTc5NzI1NjY4MV5BMl5BanBnXkFtZTgwNDIxNTIyNDM@._V1_SX300.jpg
1047,Shall We Dance?,A successful but unhappy Japanese accountant finds the missing passion in his life when he begins to secretly take ballroom dance lessons.,"Kôji Yakusho, Tamiyo Kusakari, Naoto Takenaka, Eri Watanabe",Masayuki Suo,136,PG,7.7,tt0117615,https://m.media-amazon.com/images/M/MV5BMTk2Nzk4MTcyMF5BMl5BanBnXkFtZTcwMDI0NDMzMQ@@._V1_SX300.jpg
1048,A Damsel in Distress,"Lady Alyce Marshmorton must marry soon, and the staff of Tottney Castle have laid bets on who she'll choose, with young Albert wagering on ""Mr. X"". After Alyce goes to London to meet a beau...","Fred Astaire, George Burns, Gracie Allen, Joan Fontaine",George Stevens,101,APPROVED,6.9,tt0028757,"https://m.media-amazon.com/images/M/MV5BMTQ5NjIxMjg0N15BMl5BanBnXkFtZTgwMTEyMDkwMzE@._V1._CR26,52,296,441_SX89_AL_.jpg_V1_SX300.jpg"
1049,Crossfire,"A man is murdered, apparently by one of a group of demobilized soldiers he met in a bar. But which one? And why?","Robert Young, Robert Mitchum, Robert Ryan, Gloria Grahame",Edward Dmytryk,86,UNRATED,7.4,tt0039286,https://m.media-amazon.com/images/M/MV5BZjM1ZmNmM2YtMzRhMS00N2EwLTg4ZGItNGJlYTA3ZDNhMzJkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
